date,year,quarter,month,region,segment,channel,product_category,product_name,sku,units_sold,unit_price,discount_pct,gross_revenue,cogs,tax_pct,tax_amount,returned_units,net_revenue
2023-12-01,2023,4,12,North,Consumer,Online,Training,Bootcamp,T-3479,6,2963.98,0.0,17783.89,9423.33,0.12,2134.07,0,19917.96
2023-12-01,2023,4,12,East,Consumer,Online,Software Subscription,Gamma Suite,SS-3663,1,5265.16,0.1,4738.64,2094.89,0.12,568.64,0,5307.28
2023-12-01,2023,4,12,East,Consumer,Online,Professional Services,Integration,PS-4539,1,46709.36,0.0,46709.36,17466.25,0.0,0.0,0,46709.36
2023-12-01,2023,4,12,North,Consumer,Online,Software Subscription,Alpha SaaS,SS-7160,1,5404.55,0.0,5404.55,3186.91,0.18,972.82,0,6377.37
2023-12-01,2023,4,12,East,Consumer,Online,Software Subscription,Alpha SaaS,SS-1900,1,7735.78,0.0,7735.78,3526.66,0.05,386.79,0,8122.57
2023-12-01,2023,4,12,North,SMB,Online,Software Subscription,Beta Cloud,SS-7361,1,11104.01,0.1,9993.6,5076.1,0.12,1199.23,0,11192.84
2023-12-01,2023,4,12,North,Consumer,Online,Software Subscription,Alpha SaaS,SS-1446,1,10003.82,0.1,9003.44,4052.62,0.18,1620.62,0,10624.06
2023-12-01,2023,4,12,South,Enterprise,Online,Software Subscription,Alpha SaaS,SS-2582,1,10365.07,0.0,10365.07,5606.66,0.18,1865.71,0,12230.78
2023-12-02,2023,4,12,North,SMB,Online,Hardware,Epsilon Sensor,H-4839,2,15824.45,0.0,31648.9,11767.0,0.18,5696.8,0,37345.7
2023-12-02,2023,4,12,West,Consumer,Retail,Software Subscription,Beta Cloud,SS-8494,1,3683.72,0.1,3315.35,2148.84,0.05,165.77,0,3481.12
2023-12-02,2023,4,12,South,Consumer,Online,Software Subscription,Alpha SaaS,SS-8965,1,9737.53,0.1,8763.78,4207.38,0.05,438.19,0,9201.97
2023-12-02,2023,4,12,East,Consumer,Online,Software Subscription,Alpha SaaS,SS-1542,1,8529.15,0.0,8529.15,4365.67,0.12,1023.5,0,9552.65
2023-12-02,2023,4,12,North,Consumer,Online,Software Subscription,Beta Cloud,SS-9589,1,10018.88,0.0,10018.88,5210.86,0.18,1803.4,0,11822.28
2023-12-02,2023,4,12,South,Consumer,Online,Training,Bootcamp,T-7850,4,10018.51,0.0,40074.06,19509.38,0.05,2003.7,0,42077.76
2023-12-02,2023,4,12,East,Consumer,Online,Professional Services,Integration,PS-7240,1,51121.64,0.0,51121.64,25020.59,0.18,9201.9,0,60323.53
2023-12-03,2023,4,12,North,SMB,Online,Professional Services,Custom Dev,PS-7008,1,46908.01,0.0,46908.01,17795.19,0.18,8443.44,0,55351.45
2023-12-03,2023,4,12,North,SMB,Online,Professional Services,Integration,PS-1173,1,51001.83,0.05,48451.74,30379.66,0.12,5814.21,0,54265.95
2023-12-03,2023,4,12,North,Consumer,Partner,Software Subscription,Beta Cloud,SS-9803,1,9600.32,0.1,8640.28,2700.51,0.18,1555.25,0,10195.53
2023-12-03,2023,4,12,South,Consumer,Partner,Hardware,Epsilon Sensor,H-2167,4,8077.45,0.0,32309.82,14185.83,0.05,1615.49,0,33925.31
2023-12-03,2023,4,12,North,Enterprise,Online,Hardware,Delta Hub,H-3389,1,38923.46,0.1,35031.11,14113.99,0.18,6305.6,0,41336.71
2023-12-03,2023,4,12,West,Enterprise,Online,Hardware,Epsilon Sensor,H-8939,1,31795.56,0.1,28616.0,18865.24,0.05,1430.8,0,30046.8
2023-12-04,2023,4,12,North,SMB,Online,Training,Webinar Pack,T-1780,1,7870.71,0.0,7870.71,3596.49,0.0,0.0,0,7870.71
2023-12-04,2023,4,12,East,Consumer,Online,Hardware,Epsilon Sensor,H-9481,1,42782.41,0.0,42782.41,16917.56,0.0,0.0,0,42782.41
2023-12-04,2023,4,12,West,Consumer,Online,Hardware,Zeta Box,H-7703,1,5630.26,0.0,5630.26,2950.96,0.05,281.51,0,5911.77
2023-12-04,2023,4,12,South,Consumer,Online,Software Subscription,Beta Cloud,SS-5729,5,6495.75,0.0,32478.73,17939.42,0.18,5846.17,0,38324.9
2023-12-04,2023,4,12,East,SMB,Partner,Software Subscription,Alpha SaaS,SS-9171,2,10232.27,0.15,17394.86,10512.43,0.18,3131.07,0,20525.93
2023-12-04,2023,4,12,West,Consumer,Online,Software Subscription,Gamma Suite,SS-8722,1,3738.61,0.0,3738.61,2036.38,0.0,0.0,0,3738.61
2023-12-04,2023,4,12,East,Enterprise,Retail,Software Subscription,Gamma Suite,SS-1504,3,7997.99,0.0,23993.97,9416.43,0.05,1199.7,0,25193.67
2023-12-05,2023,4,12,West,SMB,Online,Software Subscription,Beta Cloud,SS-6888,1,8022.94,0.15,6819.5,3965.5,0.18,1227.51,0,8047.01
2023-12-05,2023,4,12,West,Consumer,Online,Software Subscription,Alpha SaaS,SS-6244,3,2501.85,0.0,7505.54,3953.01,0.18,1351.0,0,8856.54
2023-12-05,2023,4,12,North,SMB,Online,Professional Services,Onboarding,PS-7915,3,48295.55,0.1,130397.98,79973.96,0.0,0.0,0,130397.98
2023-12-05,2023,4,12,East,Consumer,Retail,Training,Webinar Pack,T-8606,1,6834.06,0.0,6834.06,4528.96,0.18,1230.13,0,8064.19
2023-12-05,2023,4,12,East,Consumer,Online,Professional Services,Custom Dev,PS-1062,5,37814.23,0.0,189071.14,97359.38,0.18,34032.81,0,223103.95
2023-12-06,2023,4,12,South,Consumer,Online,Software Subscription,Gamma Suite,SS-9332,7,5402.2,0.15,32143.07,20830.18,0.12,3857.17,0,36000.24
2023-12-06,2023,4,12,East,SMB,Online,Training,Webinar Pack,T-7757,1,3361.81,0.05,3193.72,1309.09,0.12,383.25,0,3576.96
2023-12-06,2023,4,12,East,SMB,Retail,Professional Services,Onboarding,PS-8377,2,18249.31,0.0,36498.63,15282.09,0.0,0.0,0,36498.63
2023-12-06,2023,4,12,North,Consumer,Online,Hardware,Epsilon Sensor,H-5479,1,10805.03,0.0,10805.03,7421.16,0.0,0.0,0,10805.03
2023-12-06,2023,4,12,West,SMB,Online,Hardware,Zeta Box,H-1462,1,15294.95,0.0,15294.95,4779.7,0.05,764.75,0,16059.69
2023-12-06,2023,4,12,South,Consumer,Online,Software Subscription,Gamma Suite,SS-4371,1,4351.5,0.15,3698.78,2524.01,0.0,0.0,0,3698.78
2023-12-06,2023,4,12,South,Consumer,Online,Hardware,Epsilon Sensor,H-4689,1,22579.84,0.15,19192.86,13175.97,0.18,3454.71,0,22647.58
2023-12-07,2023,4,12,West,SMB,Online,Hardware,Zeta Box,H-6873,1,39614.05,0.15,33671.94,16915.56,0.05,1683.6,0,35355.54
2023-12-07,2023,4,12,North,SMB,Online,Training,Certification Prep,T-3410,3,14278.99,0.1,38553.28,25481.2,0.12,4626.39,0,43179.67
2023-12-07,2023,4,12,East,Consumer,Partner,Training,Webinar Pack,T-8550,6,10770.33,0.0,64621.99,38941.93,0.0,0.0,0,64621.99
2023-12-07,2023,4,12,North,Enterprise,Online,Software Subscription,Beta Cloud,SS-6279,1,4488.07,0.1,4039.26,2773.11,0.0,0.0,0,4039.26
2023-12-07,2023,4,12,South,SMB,Retail,Software Subscription,Alpha SaaS,SS-8034,8,10260.34,0.0,82082.72,40519.31,0.05,4104.14,0,86186.86
2023-12-07,2023,4,12,North,Consumer,Online,Software Subscription,Gamma Suite,SS-7141,1,11632.6,0.1,10469.34,6555.07,0.12,1256.32,0,11725.67
2023-12-07,2023,4,12,East,Consumer,Retail,Software Subscription,Gamma Suite,SS-7982,3,6463.04,0.05,18419.67,6776.25,0.05,920.98,0,19340.66
2023-12-07,2023,4,12,East,Consumer,Online,Software Subscription,Gamma Suite,SS-8409,1,5135.22,0.05,4878.46,3345.78,0.0,0.0,0,4878.46
2023-12-07,2023,4,12,West,SMB,Online,Software Subscription,Alpha SaaS,SS-2977,1,6530.51,0.0,6530.51,3094.04,0.12,783.66,0,7314.17
2023-12-07,2023,4,12,South,SMB,Partner,Software Subscription,Gamma Suite,SS-8635,1,3257.0,0.05,3094.15,1941.3,0.0,0.0,0,3094.15
2023-12-07,2023,4,12,North,Consumer,Partner,Professional Services,Custom Dev,PS-6777,2,46024.59,0.0,92049.19,51412.26,0.05,4602.46,0,96651.65
2023-12-07,2023,4,12,South,Consumer,Partner,Software Subscription,Gamma Suite,SS-8004,1,6861.92,0.0,6861.92,3529.17,0.12,823.43,0,7685.35
2023-12-07,2023,4,12,North,SMB,Partner,Hardware,Delta Hub,H-9392,1,42246.9,0.0,42246.9,15069.62,0.12,5069.63,0,47316.53
2023-12-07,2023,4,12,East,Consumer,Online,Hardware,Delta Hub,H-2258,1,9634.99,0.0,9634.99,6610.38,0.12,1156.2,0,10791.18
2023-12-07,2023,4,12,South,Enterprise,Retail,Training,Bootcamp,T-7963,4,12008.94,0.0,48035.78,26072.22,0.18,8646.44,0,56682.22
2023-12-07,2023,4,12,West,SMB,Retail,Professional Services,Custom Dev,PS-6464,1,14312.85,0.15,12165.92,7702.42,0.12,1459.91,0,13625.83
2023-12-07,2023,4,12,North,Enterprise,Retail,Software Subscription,Alpha SaaS,SS-6836,1,4524.33,0.05,4298.12,2084.78,0.18,773.66,0,5071.78
2023-12-08,2023,4,12,West,SMB,Partner,Hardware,Delta Hub,H-6066,3,36120.75,0.05,102944.13,57097.71,0.18,18529.94,0,121474.07
2023-12-08,2023,4,12,West,Consumer,Online,Hardware,Epsilon Sensor,H-4792,3,23111.09,0.1,62399.93,38985.71,0.18,11231.99,0,73631.92
2023-12-08,2023,4,12,East,Consumer,Online,Professional Services,Integration,PS-2613,1,33358.61,0.0,33358.61,13750.29,0.18,6004.55,0,39363.16
2023-12-08,2023,4,12,East,Consumer,Retail,Software Subscription,Alpha SaaS,SS-9411,1,3529.4,0.0,3529.4,1183.11,0.05,176.47,0,3705.87
2023-12-08,2023,4,12,North,SMB,Online,Software Subscription,Gamma Suite,SS-2534,3,5038.5,0.0,15115.51,8264.56,0.0,0.0,0,15115.51
2023-12-08,2023,4,12,West,Consumer,Online,Hardware,Zeta Box,H-1457,1,43406.93,0.0,43406.93,18461.98,0.12,5208.83,0,48615.77
2023-12-08,2023,4,12,West,Consumer,Online,Training,Certification Prep,T-9913,3,6125.77,0.1,16539.58,11041.27,0.05,826.98,0,17366.56
2023-12-08,2023,4,12,East,SMB,Online,Software Subscription,Alpha SaaS,SS-1674,1,3175.09,0.0,3175.09,1792.63,0.12,381.01,0,3556.1
2023-12-08,2023,4,12,North,Consumer,Retail,Software Subscription,Beta Cloud,SS-2945,3,11651.91,0.0,34955.72,13337.57,0.05,1747.79,0,36703.51
2023-12-08,2023,4,12,East,Consumer,Retail,Professional Services,Integration,PS-2819,1,51262.28,0.1,46136.05,16786.19,0.18,8304.49,0,54440.54
2023-12-09,2023,4,12,West,SMB,Online,Training,Bootcamp,T-9652,1,8533.87,0.15,7253.79,2422.64,0.0,0.0,0,7253.79
2023-12-09,2023,4,12,West,Consumer,Partner,Software Subscription,Gamma Suite,SS-4948,1,10873.23,0.15,9242.25,3291.85,0.12,1109.07,0,10351.32
2023-12-09,2023,4,12,West,Consumer,Online,Software Subscription,Gamma Suite,SS-2045,1,11035.18,0.05,10483.42,6055.07,0.18,1887.02,0,12370.43
2023-12-09,2023,4,12,West,SMB,Online,Professional Services,Custom Dev,PS-3569,1,58327.8,0.0,58327.8,19138.95,0.12,6999.34,0,65327.14
2023-12-09,2023,4,12,North,Consumer,Online,Hardware,Zeta Box,H-4133,1,19608.67,0.05,18628.24,10176.34,0.12,2235.39,0,20863.63
2023-12-09,2023,4,12,West,SMB,Partner,Software Subscription,Beta Cloud,SS-8877,1,4264.8,0.0,4264.8,2678.36,0.12,511.78,0,4776.58
2023-12-09,2023,4,12,North,Consumer,Online,Software Subscription,Gamma Suite,SS-3806,2,4354.7,0.15,7402.99,2761.08,0.0,0.0,1,3701.5
2023-12-09,2023,4,12,West,Enterprise,Retail,Training,Certification Prep,T-6966,1,12964.44,0.05,12316.22,6624.32,0.0,0.0,0,12316.22
2023-12-10,2023,4,12,North,Consumer,Retail,Hardware,Epsilon Sensor,H-1228,1,32140.9,0.05,30533.85,14732.75,0.0,0.0,0,30533.85
2023-12-10,2023,4,12,East,SMB,Retail,Training,Certification Prep,T-4950,1,3875.28,0.15,3293.98,1349.62,0.0,0.0,0,3293.98
2023-12-10,2023,4,12,South,Consumer,Online,Training,Certification Prep,T-8436,1,5910.88,0.0,5910.88,3864.82,0.0,0.0,0,5910.88
2023-12-10,2023,4,12,North,Consumer,Online,Professional Services,Integration,PS-4466,1,17395.51,0.05,16525.73,7516.74,0.18,2974.63,0,19500.37
2023-12-10,2023,4,12,East,Consumer,Partner,Hardware,Epsilon Sensor,H-3627,1,13316.13,0.15,11318.71,4969.46,0.05,565.94,0,11884.64
2023-12-11,2023,4,12,West,Enterprise,Partner,Software Subscription,Alpha SaaS,SS-3803,1,7979.28,0.15,6782.39,3572.48,0.12,813.89,0,7596.28
2023-12-11,2023,4,12,South,Consumer,Online,Software Subscription,Alpha SaaS,SS-8403,1,9608.44,0.05,9128.02,6152.98,0.12,1095.36,0,10223.38
2023-12-11,2023,4,12,West,Enterprise,Online,Hardware,Zeta Box,H-6296,1,24444.02,0.05,23221.82,14969.44,0.0,0.0,0,23221.82
2023-12-11,2023,4,12,East,SMB,Online,Software Subscription,Beta Cloud,SS-2091,1,2994.35,0.0,2994.35,1392.77,0.18,538.98,1,538.98
2023-12-11,2023,4,12,West,Consumer,Online,Hardware,Zeta Box,H-6850,3,34179.23,0.15,87157.05,40002.6,0.0,0.0,0,87157.05
2023-12-11,2023,4,12,East,Consumer,Retail,Professional Services,Onboarding,PS-9266,1,13314.96,0.05,12649.21,5465.67,0.05,632.46,0,13281.67
2023-12-11,2023,4,12,East,Consumer,Online,Software Subscription,Alpha SaaS,SS-1204,1,3745.58,0.05,3558.3,2461.01,0.05,177.92,0,3736.22
2023-12-11,2023,4,12,South,Consumer,Retail,Professional Services,Integration,PS-9380,1,32507.16,0.15,27631.09,9367.44,0.12,3315.73,0,30946.82
2023-12-11,2023,4,12,East,SMB,Online,Training,Webinar Pack,T-4663,1,8253.01,0.15,7015.06,2927.5,0.0,0.0,0,7015.06
2023-12-11,2023,4,12,South,Enterprise,Partner,Hardware,Zeta Box,H-6566,1,27004.98,0.0,27004.98,9503.05,0.0,0.0,0,27004.98
2023-12-12,2023,4,12,North,Consumer,Online,Software Subscription,Gamma Suite,SS-8495,1,4494.28,0.05,4269.57,1688.73,0.18,768.52,0,5038.09
2023-12-12,2023,4,12,East,SMB,Online,Professional Services,Integration,PS-1047,1,24755.8,0.15,21042.43,13463.79,0.18,3787.64,0,24830.07
2023-12-12,2023,4,12,West,Consumer,Retail,Software Subscription,Beta Cloud,SS-7013,1,9765.42,0.0,9765.42,5275.01,0.12,1171.85,0,10937.27
2023-12-12,2023,4,12,North,Consumer,Online,Hardware,Epsilon Sensor,H-2471,2,12478.68,0.0,24957.37,10196.92,0.0,0.0,0,24957.37
2023-12-13,2023,4,12,South,Consumer,Online,Professional Services,Integration,PS-2956,1,39523.28,0.05,37547.12,16816.15,0.18,6758.48,0,44305.6
2023-12-13,2023,4,12,West,Enterprise,Partner,Professional Services,Custom Dev,PS-7210,1,52596.0,0.15,44706.6,20990.02,0.12,5364.79,0,50071.39
2023-12-13,2023,4,12,East,SMB,Online,Hardware,Zeta Box,H-4358,1,29037.87,0.1,26134.08,16514.35,0.05,1306.7,0,27440.79
2023-12-13,2023,4,12,East,SMB,Online,Professional Services,Onboarding,PS-7813,1,50672.51,0.15,43071.64,24488.61,0.12,5168.6,0,48240.23
2023-12-13,2023,4,12,South,Consumer,Online,Software Subscription,Beta Cloud,SS-3038,1,2194.37,0.15,1865.22,662.16,0.12,223.83,0,2089.04
2023-12-13,2023,4,12,East,SMB,Online,Software Subscription,Beta Cloud,SS-4366,1,9039.01,0.15,7683.16,4334.67,0.05,384.16,0,8067.31
2023-12-13,2023,4,12,South,Enterprise,Retail,Software Subscription,Gamma Suite,SS-2393,1,4427.42,0.05,4206.05,2726.71,0.0,0.0,0,4206.05
2023-12-13,2023,4,12,North,SMB,Retail,Professional Services,Onboarding,PS-2965,9,32609.14,0.15,249459.9,168258.87,0.05,12473.0,0,261932.9
2023-12-13,2023,4,12,North,Consumer,Online,Training,Bootcamp,T-8623,2,8293.52,0.1,14928.34,6964.13,0.05,746.42,0,15674.76
2023-12-13,2023,4,12,South,SMB,Retail,Professional Services,Custom Dev,PS-2123,5,16979.21,0.1,76406.42,51596.78,0.05,3820.32,0,80226.74
2023-12-13,2023,4,12,South,Consumer,Retail,Professional Services,Integration,PS-2838,1,53591.41,0.05,50911.83,33208.92,0.12,6109.42,0,57021.26
2023-12-13,2023,4,12,West,Consumer,Online,Software Subscription,Beta Cloud,SS-1279,1,2148.6,0.0,2148.6,758.98,0.0,0.0,0,2148.6
2023-12-13,2023,4,12,East,Consumer,Retail,Professional Services,Onboarding,PS-2567,1,22340.06,0.0,22340.06,15521.53,0.0,0.0,0,22340.06
2023-12-13,2023,4,12,East,Consumer,Online,Professional Services,Custom Dev,PS-2488,1,55930.18,0.0,55930.18,25918.18,0.05,2796.51,0,58726.69
2023-12-13,2023,4,12,North,SMB,Online,Software Subscription,Gamma Suite,SS-8970,1,8162.69,0.0,8162.69,2750.55,0.18,1469.28,1,1469.28
2023-12-14,2023,4,12,North,Consumer,Online,Training,Bootcamp,T-5388,1,7341.55,0.15,6240.32,3461.42,0.12,748.84,0,6989.16
2023-12-14,2023,4,12,North,Consumer,Online,Software Subscription,Gamma Suite,SS-5017,1,10886.36,0.0,10886.36,4445.39,0.18,1959.54,0,12845.9
2023-12-14,2023,4,12,East,Enterprise,Retail,Software Subscription,Gamma Suite,SS-3172,1,10198.5,0.1,9178.65,6169.51,0.12,1101.44,0,10280.09
2023-12-14,2023,4,12,East,SMB,Online,Hardware,Delta Hub,H-6763,1,38705.68,0.0,38705.68,19190.21,0.12,4644.68,0,43350.36
2023-12-14,2023,4,12,East,Consumer,Online,Software Subscription,Beta Cloud,SS-1031,1,11413.2,0.0,11413.2,4604.52,0.18,2054.38,0,13467.57
2023-12-14,2023,4,12,South,Consumer,Online,Software Subscription,Beta Cloud,SS-3622,1,5170.74,0.15,4395.13,2720.08,0.12,527.42,0,4922.54
2023-12-14,2023,4,12,West,Enterprise,Retail,Professional Services,Integration,PS-4903,1,37021.47,0.0,37021.47,25013.68,0.0,0.0,0,37021.47
2023-12-14,2023,4,12,South,SMB,Partner,Software Subscription,Gamma Suite,SS-4584,6,8152.47,0.15,41577.58,25398.85,0.18,7483.96,0,49061.54
2023-12-14,2023,4,12,West,Consumer,Online,Software Subscription,Alpha SaaS,SS-6199,1,11706.9,0.1,10536.21,6015.75,0.12,1264.34,0,11800.55
2023-12-14,2023,4,12,North,Consumer,Online,Training,Webinar Pack,T-3395,2,8020.72,0.0,16041.45,10093.92,0.0,0.0,0,16041.45
2023-12-14,2023,4,12,North,Consumer,Online,Hardware,Zeta Box,H-9020,1,13389.49,0.0,13389.49,6860.66,0.05,669.47,0,14058.96
2023-12-14,2023,4,12,South,Consumer,Partner,Professional Services,Onboarding,PS-7800,1,12555.68,0.0,12555.68,8181.38,0.0,0.0,0,12555.68
2023-12-14,2023,4,12,South,Consumer,Retail,Hardware,Zeta Box,H-2529,1,41477.0,0.0,41477.0,15451.74,0.0,0.0,0,41477.0
2023-12-15,2023,4,12,West,SMB,Online,Professional Services,Onboarding,PS-7745,3,55748.28,0.0,167244.85,72878.75,0.12,20069.38,0,187314.23
2023-12-15,2023,4,12,South,SMB,Retail,Professional Services,Integration,PS-3090,2,51089.8,0.15,86852.66,58831.98,0.05,4342.63,0,91195.3
2023-12-15,2023,4,12,North,Consumer,Retail,Professional Services,Onboarding,PS-1400,1,46504.19,0.0,46504.19,16027.05,0.05,2325.21,0,48829.4
2023-12-15,2023,4,12,South,Consumer,Retail,Hardware,Zeta Box,H-9158,1,11828.28,0.1,10645.45,6330.81,0.18,1916.18,0,12561.63
2023-12-15,2023,4,12,North,Enterprise,Online,Hardware,Zeta Box,H-8072,5,44386.76,0.0,221933.8,117083.55,0.05,11096.69,0,233030.49
2023-12-15,2023,4,12,North,Consumer,Retail,Software Subscription,Alpha SaaS,SS-8219,1,5839.01,0.1,5255.11,2019.02,0.0,0.0,0,5255.11
2023-12-16,2023,4,12,East,Consumer,Online,Software Subscription,Beta Cloud,SS-6870,3,10544.7,0.0,31634.11,14202.89,0.12,3796.09,0,35430.2
2023-12-16,2023,4,12,East,Consumer,Online,Software Subscription,Alpha SaaS,SS-4641,9,2973.04,0.0,26757.38,18547.31,0.0,0.0,0,26757.38
2023-12-16,2023,4,12,West,SMB,Online,Professional Services,Onboarding,PS-8778,1,22046.82,0.15,18739.8,11746.43,0.0,0.0,0,18739.8
2023-12-16,2023,4,12,South,SMB,Online,Software Subscription,Beta Cloud,SS-4717,4,10609.88,0.0,42439.54,21830.12,0.05,2121.98,0,44561.51
2023-12-16,2023,4,12,West,Consumer,Online,Professional Services,Onboarding,PS-3283,3,9626.86,0.15,24548.48,8213.26,0.05,1227.42,0,25775.91
2023-12-16,2023,4,12,North,Consumer,Online,Professional Services,Custom Dev,PS-5830,1,43177.42,0.0,43177.42,22897.14,0.12,5181.29,0,48358.72
2023-12-17,2023,4,12,West,Consumer,Partner,Professional Services,Custom Dev,PS-5564,7,11997.34,0.0,83981.36,37643.24,0.0,0.0,0,83981.36
2023-12-17,2023,4,12,South,Consumer,Retail,Professional Services,Integration,PS-3597,1,16278.77,0.05,15464.84,7263.15,0.18,2783.67,0,18248.51
2023-12-17,2023,4,12,North,Consumer,Retail,Software Subscription,Beta Cloud,SS-5982,3,8440.16,0.0,25320.48,17113.5,0.05,1266.02,0,26586.51
2023-12-17,2023,4,12,East,SMB,Online,Professional Services,Integration,PS-3413,1,35684.86,0.0,35684.86,17589.59,0.18,6423.27,0,42108.13
2023-12-17,2023,4,12,East,Consumer,Retail,Hardware,Epsilon Sensor,H-4639,2,22127.95,0.0,44255.9,17428.89,0.12,5310.71,0,49566.61
2023-12-17,2023,4,12,North,SMB,Retail,Training,Webinar Pack,T-5586,1,1809.34,0.15,1537.94,622.01,0.18,276.83,0,1814.77
2023-12-17,2023,4,12,West,SMB,Online,Hardware,Zeta Box,H-9384,1,26092.08,0.1,23482.88,13102.44,0.05,1174.14,0,24657.02
2023-12-18,2023,4,12,South,SMB,Online,Professional Services,Integration,PS-8915,2,23207.32,0.1,41773.17,23359.17,0.0,0.0,0,41773.17
2023-12-18,2023,4,12,West,Consumer,Online,Professional Services,Integration,PS-7612,1,33726.8,0.0,33726.8,10950.83,0.18,6070.82,0,39797.62
2023-12-18,2023,4,12,East,Consumer,Retail,Training,Webinar Pack,T-4810,1,1577.01,0.05,1498.16,1026.79,0.12,179.78,0,1677.94
2023-12-18,2023,4,12,North,Enterprise,Retail,Software Subscription,Alpha SaaS,SS-5643,1,6127.28,0.1,5514.55,1994.73,0.12,661.75,0,6176.3
2023-12-18,2023,4,12,South,Consumer,Partner,Professional Services,Custom Dev,PS-7031,1,17907.73,0.1,16116.96,10297.18,0.12,1934.03,0,18050.99
2023-12-18,2023,4,12,South,SMB,Online,Professional Services,Integration,PS-2250,1,11385.27,0.05,10816.01,4428.48,0.0,0.0,0,10816.01
2023-12-18,2023,4,12,South,SMB,Retail,Hardware,Delta Hub,H-1939,11,24722.68,0.1,244754.53,149853.58,0.05,12237.73,0,256992.25
2023-12-18,2023,4,12,East,SMB,Online,Hardware,Delta Hub,H-2160,1,23242.46,0.0,23242.46,15801.22,0.18,4183.64,0,27426.1
2023-12-18,2023,4,12,South,Consumer,Online,Hardware,Delta Hub,H-8622,2,32921.48,0.0,65842.96,45423.8,0.05,3292.15,0,69135.11
2023-12-18,2023,4,12,East,Consumer,Online,Software Subscription,Alpha SaaS,SS-1265,1,11694.76,0.05,11110.02,4630.91,0.0,0.0,0,11110.02
2023-12-18,2023,4,12,South,Consumer,Online,Software Subscription,Gamma Suite,SS-7524,1,5812.77,0.0,5812.77,2968.34,0.12,697.53,0,6510.31
2023-12-18,2023,4,12,West,Consumer,Online,Professional Services,Onboarding,PS-1101,1,14885.24,0.15,12652.45,5798.7,0.05,632.62,0,13285.08
2023-12-18,2023,4,12,West,Consumer,Online,Professional Services,Onboarding,PS-2255,5,55250.56,0.1,248627.52,94073.85,0.12,29835.3,0,278462.83
2023-12-18,2023,4,12,North,SMB,Partner,Software Subscription,Gamma Suite,SS-8812,4,10430.88,0.0,41723.51,13841.47,0.18,7510.23,0,49233.74
2023-12-18,2023,4,12,North,Consumer,Online,Software Subscription,Beta Cloud,SS-5215,4,9730.1,0.1,35028.35,19351.37,0.0,0.0,0,35028.35
2023-12-19,2023,4,12,North,Consumer,Partner,Software Subscription,Alpha SaaS,SS-6353,1,4531.86,0.0,4531.86,1424.88,0.05,226.59,0,4758.45
2023-12-19,2023,4,12,West,Consumer,Retail,Professional Services,Custom Dev,PS-3325,1,21695.48,0.0,21695.48,12542.73,0.12,2603.46,0,24298.93
2023-12-19,2023,4,12,West,Consumer,Partner,Software Subscription,Beta Cloud,SS-3266,1,6189.3,0.15,5260.91,2552.48,0.12,631.31,0,5892.22
2023-12-19,2023,4,12,South,Enterprise,Retail,Training,Bootcamp,T-1039,1,9810.75,0.15,8339.14,2936.24,0.05,416.96,0,8756.1
2023-12-19,2023,4,12,South,Consumer,Retail,Professional Services,Integration,PS-5588,1,17250.11,0.1,15525.1,4725.08,0.05,776.25,0,16301.35
2023-12-19,2023,4,12,North,SMB,Online,Software Subscription,Alpha SaaS,SS-7335,1,6174.18,0.1,5556.77,2507.97,0.05,277.84,0,5834.6
2023-12-19,2023,4,12,East,SMB,Partner,Software Subscription,Gamma Suite,SS-2148,1,11069.25,0.0,11069.25,7677.57,0.12,1328.31,0,12397.56
2023-12-19,2023,4,12,East,Enterprise,Partner,Training,Certification Prep,T-9226,1,6146.33,0.05,5839.01,3426.25,0.0,0.0,0,5839.01
2023-12-19,2023,4,12,West,SMB,Online,Software Subscription,Alpha SaaS,SS-8628,1,7019.85,0.05,6668.86,4054.01,0.05,333.44,0,7002.3
2023-12-19,2023,4,12,East,SMB,Retail,Software Subscription,Beta Cloud,SS-5211,1,9561.84,0.0,9561.84,5807.79,0.12,1147.42,0,10709.27
2023-12-20,2023,4,12,East,Consumer,Online,Software Subscription,Gamma Suite,SS-1492,1,9200.8,0.05,8740.76,4075.7,0.12,1048.89,0,9789.65
2023-12-20,2023,4,12,West,SMB,Online,Training,Bootcamp,T-3235,3,11263.79,0.0,33791.38,14856.16,0.18,6082.45,0,39873.83
2023-12-20,2023,4,12,North,Consumer,Retail,Hardware,Zeta Box,H-7805,1,35814.6,0.15,30442.41,10944.16,0.0,0.0,0,30442.41
2023-12-20,2023,4,12,West,SMB,Retail,Software Subscription,Alpha SaaS,SS-4813,1,10094.75,0.0,10094.75,6663.33,0.18,1817.06,0,11911.81
2023-12-20,2023,4,12,North,Enterprise,Partner,Software Subscription,Alpha SaaS,SS-6834,2,9486.95,0.0,18973.9,6216.86,0.05,948.69,0,19922.59
2023-12-20,2023,4,12,North,Consumer,Online,Hardware,Zeta Box,H-7635,1,28074.22,0.1,25266.8,12112.79,0.12,3032.02,0,28298.82
2023-12-20,2023,4,12,West,SMB,Retail,Professional Services,Onboarding,PS-2978,3,10000.57,0.1,27001.54,17059.14,0.0,0.0,0,27001.54
2023-12-20,2023,4,12,East,Consumer,Online,Software Subscription,Beta Cloud,SS-8997,2,4252.87,0.1,7655.17,3181.8,0.18,1377.93,0,9033.1
